,end_time,RBG2,end_time_d
1,2018-03-19 14:09:00,1.5474583333333332,2018-03-19 14:09:00
2,2018-03-19 14:10:00,2.2521666666666658,2018-03-19 14:10:00
3,2018-03-19 14:20:00,2.033230769230769,2018-03-19 14:20:00
4,2018-03-19 14:21:00,2.140434782608696,2018-03-19 14:21:00
5,2018-03-19 14:22:00,2.2325714285714287,2018-03-19 14:22:00
6,2018-03-19 21:14:00,2.0145,2018-03-19 21:14:00
7,2018-03-19 21:15:00,2.150772727272728,2018-03-19 21:15:00
8,2018-03-19 21:16:00,2.2377857142857143,2018-03-19 21:16:00
9,2018-03-20 05:14:00,2.026384615384615,2018-03-20 05:14:00
10,2018-03-20 05:15:00,2.1434545454545453,2018-03-20 05:15:00
11,2018-03-20 05:16:00,2.2357692307692307,2018-03-20 05:16:00
12,2018-03-20 13:15:00,2.00956,2018-03-20 13:15:00
14,2018-03-20 13:17:00,2.2235,2018-03-20 13:17:00
15,2018-03-20 17:02:00,2.0049600000000005,2018-03-20 17:02:00
17,2018-03-20 22:03:00,1.99292,2018-03-20 22:03:00
18,2018-03-20 22:04:00,2.26592,2018-03-20 22:04:00
19,2018-03-21 05:19:00,1.9943809523809524,2018-03-21 05:19:00
20,2018-03-21 05:20:00,2.2433181818181818,2018-03-21 05:20:00
22,2018-03-21 13:14:00,2.0800769230769234,2018-03-21 13:14:00
23,2018-03-21 13:15:00,2.163173913043478,2018-03-21 13:15:00
24,2018-03-21 13:16:00,2.2585,2018-03-21 13:16:00
25,2018-03-21 21:15:00,2.03196,2018-03-21 21:15:00
26,2018-03-21 21:16:00,2.26612,2018-03-21 21:16:00
27,2018-03-21 21:46:00,2.02616,2018-03-21 21:46:00
28,2018-03-21 21:47:00,2.2592,2018-03-21 21:47:00
29,2018-03-22 05:14:00,2.036166666666667,2018-03-22 05:14:00
30,2018-03-22 05:15:00,2.127391304347826,2018-03-22 05:15:00
31,2018-03-22 05:16:00,2.23,2018-03-22 05:16:00
32,2018-03-22 13:15:00,1.9954,2018-03-22 13:15:00
33,2018-03-22 13:16:00,2.2482800000000003,2018-03-22 13:16:00
34,2018-03-22 14:04:00,2.0615714285714284,2018-03-22 14:04:00
35,2018-03-22 14:05:00,2.154130434782609,2018-03-22 14:05:00
36,2018-03-22 14:06:00,2.221769230769231,2018-03-22 14:06:00
37,2018-03-22 21:14:00,2.0191666666666666,2018-03-22 21:14:00
38,2018-03-22 21:15:00,2.1050000000000004,2018-03-22 21:15:00
39,2018-03-22 21:16:00,2.21775,2018-03-22 21:16:00
40,2018-03-23 05:14:00,2.014727272727273,2018-03-23 05:14:00
41,2018-03-23 05:15:00,2.1085000000000007,2018-03-23 05:15:00
42,2018-03-23 05:16:00,2.220933333333333,2018-03-23 05:16:00
43,2018-03-23 13:14:00,2.0038888888888886,2018-03-23 13:14:00
44,2018-03-23 13:15:00,2.0635454545454546,2018-03-23 13:15:00
45,2018-03-23 13:16:00,2.2256666666666667,2018-03-23 13:16:00
46,2018-03-23 21:14:00,2.017,2018-03-23 21:14:00
47,2018-03-23 21:15:00,2.1057619047619047,2018-03-23 21:15:00
48,2018-03-23 21:16:00,2.2378750000000003,2018-03-23 21:16:00
49,2018-03-24 05:14:00,2.057909090909091,2018-03-24 05:14:00
50,2018-03-24 05:15:00,2.1006086956521743,2018-03-24 05:15:00
51,2018-03-24 05:16:00,2.2591875,2018-03-24 05:16:00
52,2018-03-24 13:14:00,2.054090909090909,2018-03-24 13:14:00
53,2018-03-24 13:15:00,2.0931739130434783,2018-03-24 13:15:00
54,2018-03-24 13:16:00,2.2536875,2018-03-24 13:16:00
55,2018-03-24 13:48:00,2.04,2018-03-24 13:48:00
56,2018-03-24 13:49:00,2.0082380952380947,2018-03-24 13:49:00
57,2018-03-24 13:50:00,2.264583333333334,2018-03-24 13:50:00
58,2018-03-24 21:14:00,2.0288181818181816,2018-03-24 21:14:00
59,2018-03-24 21:15:00,2.092454545454545,2018-03-24 21:15:00
60,2018-03-24 21:16:00,2.2477647058823527,2018-03-24 21:16:00
61,2018-03-25 06:14:00,1.989380952380952,2018-03-25 06:14:00
62,2018-03-25 06:15:00,2.2242608695652173,2018-03-25 06:15:00
64,2018-03-25 14:14:00,1.9903,2018-03-25 14:14:00
65,2018-03-25 14:15:00,2.2255000000000007,2018-03-25 14:15:00
67,2018-03-25 22:14:00,2.0563,2018-03-25 22:14:00
68,2018-03-25 22:15:00,2.0980000000000003,2018-03-25 22:15:00
69,2018-03-25 22:16:00,2.242444444444444,2018-03-25 22:16:00
70,2018-03-26 06:15:00,2.1038500000000004,2018-03-26 06:15:00
71,2018-03-26 06:16:00,2.262882352941177,2018-03-26 06:16:00
72,2018-03-26 14:14:00,2.0497777777777784,2018-03-26 14:14:00
73,2018-03-26 14:15:00,2.0782608695652174,2018-03-26 14:15:00
74,2018-03-26 14:16:00,2.2347222222222216,2018-03-26 14:16:00
75,2018-03-26 22:14:00,2.033111111111111,2018-03-26 22:14:00
76,2018-03-26 22:15:00,2.077217391304348,2018-03-26 22:15:00
77,2018-03-26 22:16:00,2.2473888888888887,2018-03-26 22:16:00
78,2018-03-27 06:14:00,1.982125,2018-03-27 06:14:00
79,2018-03-27 06:15:00,2.071565217391304,2018-03-27 06:15:00
80,2018-03-27 06:16:00,2.25921052631579,2018-03-27 06:16:00
81,2018-03-27 14:14:00,2.0405,2018-03-27 14:14:00
82,2018-03-27 14:15:00,2.105125,2018-03-27 14:15:00
