,end_time,RBG5,end_time_d
1,2018-03-19 14:21:00,2.71916,2018-03-19 14:21:00
2,2018-03-19 21:11:00,2.84528,2018-03-19 21:11:00
3,2018-03-19 21:12:00,2.75064,2018-03-19 21:12:00
4,2018-03-20 05:11:00,2.91204,2018-03-20 05:11:00
5,2018-03-20 05:12:00,2.744800000000001,2018-03-20 05:12:00
6,2018-03-20 13:13:00,2.863583333333333,2018-03-20 13:13:00
7,2018-03-20 13:14:00,2.8660869565217397,2018-03-20 13:14:00
8,2018-03-20 13:15:00,2.7215333333333334,2018-03-20 13:15:00
10,2018-03-21 14:36:00,2.8632499999999994,2018-03-21 14:36:00
11,2018-03-21 14:37:00,2.72008,2018-03-21 14:37:00
12,2018-03-21 21:11:00,2.826133333333333,2018-03-21 21:11:00
13,2018-03-21 21:12:00,2.83495652173913,2018-03-21 21:12:00
14,2018-03-21 21:13:00,2.78725,2018-03-21 21:13:00
15,2018-03-21 21:46:00,2.86836,2018-03-21 21:46:00
16,2018-03-21 21:47:00,2.73752,2018-03-21 21:47:00
17,2018-03-22 05:11:00,2.84804,2018-03-22 05:11:00
18,2018-03-22 05:12:00,2.727375,2018-03-22 05:12:00
19,2018-03-22 13:11:00,2.90472,2018-03-22 13:11:00
20,2018-03-22 13:12:00,2.72404,2018-03-22 13:12:00
21,2018-03-22 21:11:00,2.7634444444444437,2018-03-22 21:11:00
22,2018-03-22 21:12:00,2.8613478260869565,2018-03-22 21:12:00
23,2018-03-22 21:13:00,2.719294117647059,2018-03-22 21:13:00
24,2018-03-23 05:11:00,2.87036,2018-03-23 05:11:00
25,2018-03-23 05:12:00,2.774916666666668,2018-03-23 05:12:00
26,2018-03-23 13:11:00,2.849190476190476,2018-03-23 13:11:00
27,2018-03-23 13:12:00,2.7611304347826087,2018-03-23 13:12:00
28,2018-03-23 13:13:00,2.755,2018-03-23 13:13:00
29,2018-03-23 17:22:00,2.841416666666667,2018-03-23 17:22:00
30,2018-03-23 17:23:00,2.872260869565217,2018-03-23 17:23:00
31,2018-03-23 17:24:00,2.755,2018-03-23 17:24:00
32,2018-03-23 21:11:00,2.8476799999999995,2018-03-23 21:11:00
33,2018-03-23 21:12:00,2.7096666666666667,2018-03-23 21:12:00
34,2018-03-24 05:12:00,2.8755416666666664,2018-03-24 05:12:00
35,2018-03-24 05:13:00,2.7238800000000003,2018-03-24 05:13:00
36,2018-03-24 13:11:00,2.87364,2018-03-24 13:11:00
37,2018-03-24 13:12:00,2.73336,2018-03-24 13:12:00
38,2018-03-24 13:42:00,2.813052631578947,2018-03-24 13:42:00
39,2018-03-24 13:43:00,2.7739545454545453,2018-03-24 13:43:00
40,2018-03-24 13:44:00,2.757,2018-03-24 13:44:00
41,2018-03-24 21:11:00,2.8365599999999995,2018-03-24 21:11:00
42,2018-03-24 21:12:00,2.7445833333333334,2018-03-24 21:12:00
43,2018-03-25 06:10:00,2.6992,2018-03-25 06:10:00
44,2018-03-25 06:11:00,2.9610000000000003,2018-03-25 06:11:00
45,2018-03-25 06:12:00,2.717652173913044,2018-03-25 06:12:00
47,2018-03-25 14:11:00,2.836521739130436,2018-03-25 14:11:00
48,2018-03-25 14:12:00,2.7390909090909092,2018-03-25 14:12:00
49,2018-03-25 22:11:00,2.90348,2018-03-25 22:11:00
50,2018-03-25 22:12:00,2.74384,2018-03-25 22:12:00
51,2018-03-26 06:11:00,2.90988,2018-03-26 06:11:00
52,2018-03-26 06:12:00,2.7456,2018-03-26 06:12:00
53,2018-03-26 14:11:00,2.86376,2018-03-26 14:11:00
54,2018-03-26 14:12:00,2.7669166666666665,2018-03-26 14:12:00
55,2018-03-26 22:11:00,2.9150416666666663,2018-03-26 22:11:00
56,2018-03-26 22:12:00,2.7571599999999994,2018-03-26 22:12:00
57,2018-03-27 06:11:00,2.8394800000000004,2018-03-27 06:11:00
58,2018-03-27 06:12:00,2.7394000000000007,2018-03-27 06:12:00
59,2018-03-27 14:11:00,2.91972,2018-03-27 14:11:00
60,2018-03-27 14:12:00,2.765333333333333,2018-03-27 14:12:00
61,2018-03-27 22:11:00,2.84152,2018-03-27 22:11:00
62,2018-03-27 22:12:00,2.7469130434782607,2018-03-27 22:12:00
64,2018-03-28 06:11:00,2.864799999999999,2018-03-28 06:11:00
65,2018-03-28 06:12:00,2.7434166666666666,2018-03-28 06:12:00
67,2018-03-28 14:13:00,2.8930400000000005,2018-03-28 14:13:00
68,2018-03-28 14:14:00,2.7520869565217394,2018-03-28 14:14:00
69,2018-03-29 06:11:00,2.8826666666666667,2018-03-29 06:11:00
70,2018-03-29 06:12:00,2.7587200000000003,2018-03-29 06:12:00
71,2018-03-29 14:11:00,2.88125,2018-03-29 14:11:00
72,2018-03-29 14:12:00,2.764875,2018-03-29 14:12:00
73,2018-03-29 14:13:00,2.7030000000000003,2018-03-29 14:13:00
74,2018-03-29 22:11:00,2.88056,2018-03-29 22:11:00
75,2018-03-29 22:12:00,2.74684,2018-03-29 22:12:00
76,2018-03-30 06:11:00,2.8925217391304345,2018-03-30 06:11:00
77,2018-03-30 06:12:00,2.76696,2018-03-30 06:12:00
78,2018-03-30 14:10:00,2.7510000000000003,2018-03-30 14:10:00
79,2018-03-30 14:11:00,2.938916666666667,2018-03-30 14:11:00
80,2018-03-30 14:12:00,2.732260869565217,2018-03-30 14:12:00
81,2018-03-30 22:10:00,2.718,2018-03-30 22:10:00
82,2018-03-30 22:11:00,2.8531739130434786,2018-03-30 22:11:00
83,2018-03-30 22:12:00,2.7278800000000003,2018-03-30 22:12:00
84,2018-03-31 06:10:00,2.71,2018-03-31 06:10:00
85,2018-03-31 06:11:00,2.9323333333333337,2018-03-31 06:11:00
86,2018-03-31 06:12:00,2.755958333333333,2018-03-31 06:12:00
87,2018-03-31 14:10:00,2.738,2018-03-31 14:10:00
88,2018-03-31 14:11:00,2.8689999999999998,2018-03-31 14:11:00
89,2018-03-31 14:12:00,2.74512,2018-03-31 14:12:00
90,2018-03-31 22:10:00,2.696,2018-03-31 22:10:00
91,2018-03-31 22:11:00,2.8879166666666665,2018-03-31 22:11:00
92,2018-03-31 22:12:00,2.72868,2018-03-31 22:12:00
93,2018-04-01 06:11:00,2.904,2018-04-01 06:11:00
94,2018-04-01 06:12:00,2.7406400000000004,2018-04-01 06:12:00
95,2018-04-01 14:11:00,2.8660400000000004,2018-04-01 14:11:00
96,2018-04-01 14:12:00,2.7245599999999994,2018-04-01 14:12:00
97,2018-04-01 22:11:00,2.8709599999999997,2018-04-01 22:11:00
98,2018-04-01 22:12:00,2.7524583333333337,2018-04-01 22:12:00
99,2018-04-02 06:11:00,2.86308,2018-04-02 06:11:00
100,2018-04-02 06:12:00,2.74972,2018-04-02 06:12:00
101,2018-04-02 14:11:00,2.8884000000000003,2018-04-02 14:11:00
102,2018-04-02 14:12:00,2.7269599999999987,2018-04-02 14:12:00
103,2018-04-02 22:11:00,2.91272,2018-04-02 22:11:00
104,2018-04-02 22:12:00,2.780958333333334,2018-04-02 22:12:00
105,2018-04-03 06:11:00,2.9202000000000004,2018-04-03 06:11:00
106,2018-04-03 06:12:00,2.74656,2018-04-03 06:12:00
107,2018-04-03 14:11:00,2.94768,2018-04-03 14:11:00
108,2018-04-03 14:12:00,2.80592,2018-04-03 14:12:00
109,2018-04-03 22:11:00,2.9395999999999987,2018-04-03 22:11:00
110,2018-04-03 22:12:00,2.7920869565217385,2018-04-03 22:12:00
111,2018-04-04 06:11:00,2.92252,2018-04-04 06:11:00
112,2018-04-04 06:12:00,2.8148800000000005,2018-04-04 06:12:00
113,2018-04-04 06:47:00,2.917866666666667,2018-04-04 06:47:00
114,2018-04-04 06:48:00,2.8726086956521737,2018-04-04 06:48:00
115,2018-04-04 06:49:00,2.780090909090909,2018-04-04 06:49:00
116,2018-04-04 14:11:00,2.9378888888888888,2018-04-04 14:11:00
117,2018-04-04 14:12:00,2.8039565217391305,2018-04-04 14:12:00
118,2018-04-04 14:13:00,2.76625,2018-04-04 14:13:00
119,2018-04-04 14:30:00,2.849230769230769,2018-04-04 14:30:00
120,2018-04-04 14:31:00,2.8595833333333327,2018-04-04 14:31:00
121,2018-04-04 14:32:00,2.7681666666666667,2018-04-04 14:32:00
122,2018-04-04 22:11:00,2.8646,2018-04-04 22:11:00
123,2018-04-04 22:12:00,2.73316,2018-04-04 22:12:00
124,2018-04-05 06:11:00,2.8816,2018-04-05 06:11:00
125,2018-04-05 06:12:00,2.73948,2018-04-05 06:12:00
126,2018-04-05 07:01:00,2.860772727272727,2018-04-05 07:01:00
127,2018-04-05 07:02:00,2.784333333333333,2018-04-05 07:02:00
128,2018-04-05 07:03:00,2.802833333333333,2018-04-05 07:03:00
129,2018-04-05 14:13:00,2.728,2018-04-05 14:13:00
130,2018-04-05 14:14:00,2.927875,2018-04-05 14:14:00
131,2018-04-05 14:15:00,2.792391304347825,2018-04-05 14:15:00
132,2018-04-05 22:12:00,2.9286666666666665,2018-04-05 22:12:00
133,2018-04-05 22:13:00,2.7755599999999987,2018-04-05 22:13:00
134,2018-04-06 06:11:00,2.92352,2018-04-06 06:11:00
135,2018-04-06 06:12:00,2.73584,2018-04-06 06:12:00
136,2018-04-06 14:11:00,2.8692,2018-04-06 14:11:00
137,2018-04-06 14:12:00,2.8645652173913048,2018-04-06 14:12:00
138,2018-04-06 14:13:00,2.790818181818182,2018-04-06 14:13:00
139,2018-04-06 14:45:00,2.9020000000000006,2018-04-06 14:45:00
140,2018-04-06 14:46:00,2.7909999999999995,2018-04-06 14:46:00
141,2018-04-06 22:11:00,2.913680000000001,2018-04-06 22:11:00
142,2018-04-06 22:12:00,2.76225,2018-04-06 22:12:00
143,2018-04-07 06:11:00,2.892875,2018-04-07 06:11:00
144,2018-04-07 06:12:00,2.7376666666666662,2018-04-07 06:12:00
145,2018-04-07 14:11:00,2.8593200000000003,2018-04-07 14:11:00
146,2018-04-07 14:12:00,2.7472916666666665,2018-04-07 14:12:00
147,2018-04-07 22:11:00,2.89872,2018-04-07 22:11:00
148,2018-04-07 22:12:00,2.7470799999999986,2018-04-07 22:12:00
149,2018-04-08 06:11:00,2.8717083333333338,2018-04-08 06:11:00
150,2018-04-08 06:12:00,2.7303200000000003,2018-04-08 06:12:00
151,2018-04-08 14:11:00,2.877625,2018-04-08 14:11:00
152,2018-04-08 14:12:00,2.7372799999999997,2018-04-08 14:12:00
153,2018-04-08 22:11:00,2.867565217391304,2018-04-08 22:11:00
154,2018-04-08 22:12:00,2.7989999999999986,2018-04-08 22:12:00
155,2018-04-08 22:31:00,2.8433636363636365,2018-04-08 22:31:00
156,2018-04-08 22:32:00,2.8733750000000007,2018-04-08 22:32:00
157,2018-04-08 22:33:00,2.702733333333333,2018-04-08 22:33:00
158,2018-04-08 22:52:00,2.89012,2018-04-08 22:52:00
159,2018-04-08 22:53:00,2.80152,2018-04-08 22:53:00
160,2018-04-08 23:04:00,2.91388,2018-04-08 23:04:00
161,2018-04-08 23:05:00,2.750375,2018-04-08 23:05:00
162,2018-04-09 06:11:00,2.867875,2018-04-09 06:11:00
163,2018-04-09 06:12:00,2.7554399999999992,2018-04-09 06:12:00
164,2018-04-09 14:13:00,2.9014000000000006,2018-04-09 14:13:00
165,2018-04-09 14:14:00,2.7681249999999995,2018-04-09 14:14:00
166,2018-04-09 22:11:00,2.916916666666667,2018-04-09 22:11:00
167,2018-04-09 22:12:00,2.7465,2018-04-09 22:12:00
168,2018-04-10 06:21:00,2.90355,2018-04-10 06:21:00
169,2018-04-10 06:22:00,2.8215833333333338,2018-04-10 06:22:00
170,2018-04-10 06:23:00,2.7685,2018-04-10 06:23:00
171,2018-04-10 06:29:00,2.9572916666666664,2018-04-10 06:29:00
172,2018-04-10 06:30:00,2.77324,2018-04-10 06:30:00
173,2018-04-10 06:36:00,2.841875,2018-04-10 06:36:00
174,2018-04-10 06:37:00,2.8243913043478264,2018-04-10 06:37:00
175,2018-04-10 06:38:00,2.7440909090909096,2018-04-10 06:38:00
176,2018-04-10 06:47:00,2.8732173913043475,2018-04-10 06:47:00
177,2018-04-10 06:48:00,2.7984347826086955,2018-04-10 06:48:00
178,2018-04-10 06:49:00,2.703666666666667,2018-04-10 06:49:00
180,2018-04-10 06:55:00,2.8674347826086963,2018-04-10 06:55:00
