end_time_d,realvalue,Moving_variance,is_anomaly
2018-03-25 06:12:00,0.7739333333333335,0.0008823062748255468,False
2018-03-25 06:13:00,0.7730270270270273,0.00045206096427064457,False
2018-03-25 06:14:00,0.8519,0.000499557680328049,False
2018-03-25 14:12:00,0.7847999999999999,0.00045537499382307373,False
2018-03-25 14:13:00,0.7928918918918917,0.00045466113831952335,False
2018-03-25 14:14:00,0.8249000000000001,0.0004821927909566352,False
2018-03-25 22:12:00,0.8049999999999999,0.000488960700009638,False
2018-03-25 22:13:00,0.7905405405405407,0.00047568025146545824,False
2018-03-25 22:14:00,0.778421052631579,0.0004764544896421845,False
2018-03-26 06:12:00,0.8330000000000001,0.0004993194615992252,False
2018-03-26 06:13:00,0.779764705882353,0.00048234997397570095,False
2018-03-26 14:12:00,0.79525,0.0004819716283992796,False
2018-03-26 14:13:00,0.7878648648648648,0.0004764810582943855,False
2018-03-26 14:14:00,0.7607368421052632,0.0004849021109051649,False
2018-03-26 22:12:00,0.8109999999999999,0.0003674708323092516,False
2018-03-26 22:13:00,0.7817894736842103,0.00036508990237772856,False
2018-03-26 22:14:00,0.7525714285714284,0.0003724004337825781,False
2018-03-27 06:12:00,0.8143333333333334,0.0003821331698617054,False
2018-03-27 06:13:00,0.7742162162162164,0.0003651914576504533,False
2018-03-27 06:14:00,0.7595,0.0003752139611766524,False
2018-03-27 14:13:00,0.80652,0.0003795586245752483,False
2018-03-27 14:14:00,0.7614761904761905,0.0003754613128798335,False
2018-03-27 22:12:00,0.7906,0.0003686651964651362,False
2018-03-27 22:13:00,0.7810270270270272,0.0003692528034235598,False
2018-03-27 22:14:00,0.7648421052631579,0.00037716318920158676,False
2018-03-27 23:10:00,0.7946388888888891,0.00037746239446967205,False
2018-03-27 23:11:00,0.7591666666666667,0.0003894138648882253,False
2018-03-28 06:12:00,0.8285,0.00041697512560420633,False
2018-03-28 06:13:00,0.7663684210526317,0.0004199869440294153,False
2018-03-28 06:14:00,0.7616363636363637,0.00042937750688701586,False
2018-03-28 14:13:00,0.7898999999999998,0.0004288905381039475,False
2018-03-28 14:14:00,0.7565483870967742,0.00044396641416923234,False
2018-03-28 22:12:00,0.8265,0.00046978983205155756,False
2018-03-28 22:13:00,0.7658,0.0004711796534647904,False
2018-03-28 22:14:00,0.7586521739130434,0.0004757561148931768,False
2018-03-29 06:14:00,0.78956,0.0004659321853394439,False
2018-03-29 06:15:00,0.7594722222222222,0.0004702020257855582,False
2018-03-29 07:12:00,0.7601818181818182,0.0004758278440292652,False
2018-03-29 07:13:00,0.7568857142857142,0.0004895994193604581,False
2018-03-29 07:14:00,0.7715333333333333,0.0004901362165011263,False
2018-03-29 14:13:00,0.7833142857142859,0.0004847127181641336,False
2018-03-29 14:14:00,0.7457407407407408,0.000510222881584913,False
2018-03-29 22:12:00,0.807,0.0005175788114812998,False
2018-03-29 22:13:00,0.7670555555555557,0.0004993332178785339,False
2018-03-29 22:14:00,0.7804583333333333,0.0004933984736450752,False
2018-03-30 06:12:00,0.84,0.0005397592603628485,False
2018-03-30 06:13:00,0.8032162162162162,0.0005449231313425794,False
2018-03-30 06:14:00,0.7733913043478261,0.0005434720326386784,False
2018-03-30 14:12:00,0.760090909090909,0.0005531487942369453,False
2018-03-30 14:13:00,0.7824444444444443,0.0005346172812975983,False
