end_time_d,realvalue,Moving_variance,is_anomaly
2018-03-25 22:14:00,0.8758095238095238,0.0022976386682032526,False
2018-03-25 22:15:00,0.7559444444444444,0.0017858169335568047,False
2018-03-25 22:16:00,0.8170000000000001,0.0017572447207895496,False
2018-03-26 06:13:00,0.8333448275862068,0.001721823248426595,False
2018-03-26 06:14:00,0.7753030303030304,0.001752775015492643,False
2018-03-26 14:13:00,0.8229310344827587,0.0017385688249901058,False
2018-03-26 14:14:00,0.7859999999999999,0.0016703959561358628,False
2018-03-26 22:13:00,0.8385517241379311,0.001631518731904569,False
2018-03-26 22:14:00,0.7806969696969698,0.001653426471141864,False
2018-03-27 06:13:00,0.8918000000000001,0.0017356860038986403,False
2018-03-27 06:14:00,0.7633783783783785,0.0017661970178685638,False
2018-03-27 06:15:00,0.7905,0.00170352439486654,False
2018-03-27 14:13:00,0.8589444444444444,0.0017092577764805095,False
2018-03-27 14:14:00,0.7618918918918921,0.0017277432491269913,False
2018-03-27 14:15:00,0.845,0.0016079887669980485,False
2018-03-27 22:13:00,0.8781999999999999,0.0015076720428911137,False
2018-03-27 22:14:00,0.7689189189189192,0.0015349063206180783,False
2018-03-27 22:15:00,0.8139000000000001,0.0015346745717704083,False
2018-03-27 22:25:00,0.80375,0.0015231736175040152,False
2018-03-27 22:26:00,0.7895833333333333,0.0015243677237170977,False
2018-03-28 06:13:00,0.8293928571428573,0.0015203145414702413,False
2018-03-28 06:14:00,0.7678235294117648,0.0015484244998224047,False
2018-03-28 14:13:00,0.8600952380952381,0.001578933742977104,False
2018-03-28 14:14:00,0.7720270270270271,0.001596052964397563,False
2018-03-28 14:15:00,0.86425,0.001622484655461019,False
2018-03-28 14:32:00,0.9097499999999998,0.0016799226119090355,False
2018-03-28 14:33:00,0.7832105263157894,0.0016877782581060012,False
2018-03-28 14:34:00,0.8226666666666667,0.001679430717174086,False
2018-03-28 14:35:00,0.8226764705882351,0.001654650670728798,False
2018-03-28 14:36:00,0.7802962962962963,0.0016484322741936758,False
2018-03-28 22:13:00,0.8227307692307692,0.0015030327061238869,False
2018-03-28 22:14:00,0.7653235294117646,0.001420562499362102,False
2018-03-29 06:14:00,0.814078947368421,0.0014183867763883555,False
2018-03-29 06:15:00,0.7902916666666667,0.0014151049330286742,False
2018-03-29 14:13:00,0.9040625,0.0015567217179710058,False
2018-03-29 14:14:00,0.7577027027027026,0.0015813519435383338,False
2018-03-29 14:15:00,0.82375,0.001574674265016888,False
2018-03-29 14:31:00,0.9041666666666668,0.0016978732581806467,False
2018-03-29 14:32:00,0.7911111111111109,0.0017061821381123238,False
2018-03-29 14:33:00,0.7883157894736843,0.0016918107972953495,False
2018-03-29 14:58:00,0.8369523809523811,0.001617186527325801,False
2018-03-29 14:59:00,0.7734473684210526,0.0016383410939721742,False
2018-03-29 15:00:00,0.8855,0.0017152973325683296,False
2018-03-29 22:13:00,0.8410769230769228,0.0017218517688663945,False
2018-03-29 22:14:00,0.7915277777777779,0.0017077018766523048,False
2018-04-02 22:42:00,0.951,0.0020159190131407607,False
2018-04-02 22:43:00,0.8057222222222221,0.0019944712944954847,False
2018-04-02 22:44:00,0.8084444444444444,0.0019122145804272683,False
2018-04-03 06:13:00,0.8844090909090909,0.0019853125472067417,False
2018-04-03 06:14:00,0.7896315789473684,0.0019791208671054664,False
2018-04-03 06:15:00,0.8995000000000001,0.002090765945506663,False
2018-04-03 06:40:00,0.8650967741935486,0.002097309185090068,False
2018-04-03 06:41:00,0.8075862068965518,0.002099635111198639,False
2018-04-03 14:13:00,0.3588571428571429,0.005632432528070712,False
2018-04-03 14:14:00,0.7498108108108109,0.005681316540472891,False
2018-04-03 14:15:00,0.8243333333333334,0.005670430546446936,False
2018-04-03 15:05:00,0.8526666666666666,0.00568354607876108,False
