end_time_d,realvalue,Moving_variance,is_anomaly
2018-03-25 22:13:00,0.6318055555555555,0.01600236222033506,False
2018-03-25 22:14:00,0.8,0.014302722464037408,False
2018-03-26 06:12:00,0.7879523809523811,0.01434342562037936,False
2018-03-26 06:13:00,0.6161944444444445,0.014388930512529877,False
2018-03-26 06:14:00,0.7731999999999999,0.01437217740627351,False
2018-03-26 14:12:00,0.81165,0.014480430881018967,False
2018-03-26 14:13:00,0.6290277777777781,0.014592981007361101,False
2018-03-26 14:14:00,0.7974,0.014569714297063685,False
2018-03-26 22:12:00,0.8089000000000001,0.014634280673477527,False
2018-03-26 22:13:00,0.6318918918918921,0.01457415115607596,False
2018-03-26 22:14:00,0.7706000000000001,0.014547542354243697,False
2018-03-27 06:12:00,0.80175,0.01464555251981219,False
2018-03-27 06:13:00,0.7011081081081081,0.014633452285559484,False
2018-03-27 06:14:00,0.6031764705882352,0.014581564904032028,False
2018-03-27 14:12:00,0.8042631578947368,0.014614980701852876,False
2018-03-27 14:13:00,0.6270526315789473,0.014620963608415477,False
2018-03-27 14:14:00,0.7708,0.014614604707335414,False
2018-03-27 22:13:00,0.7593333333333335,0.014540769788792927,False
2018-03-27 22:14:00,0.7343513513513513,0.014409367490790234,False
2018-03-27 22:15:00,0.5939545454545455,0.014608961314906549,False
2018-03-28 06:14:00,0.7600322580645162,0.014617026601164025,False
2018-03-28 06:15:00,0.5631290322580645,0.014854779580203094,False
2018-03-28 14:12:00,0.7917272727272727,0.01495155072951556,False
2018-03-28 14:13:00,0.6976285714285713,0.014870244815373704,False
2018-03-28 14:14:00,0.6175333333333334,0.014893421218936213,False
2018-03-28 22:12:00,0.7855555555555557,0.01478277541584153,False
2018-03-28 22:13:00,0.6316578947368421,0.014608195851635095,False
2018-03-28 22:14:00,0.7468333333333335,0.014573525376490074,False
2018-03-29 06:12:00,0.7923076923076924,0.01459677813220314,False
2018-03-29 06:13:00,0.6419189189189187,0.014505449054692919,False
2018-03-29 06:14:00,0.6527499999999999,0.014495565328315769,False
2018-03-29 14:12:00,0.79425,0.014367313322340996,False
2018-03-29 14:13:00,0.6955,0.014250297455385103,False
2018-03-29 14:14:00,0.6424705882352939,0.014120005691834123,False
2018-03-29 22:13:00,0.8082857142857142,0.01412603505007812,False
2018-03-29 22:14:00,0.705135135135135,0.01405757151282303,False
2018-03-29 22:15:00,0.6265294117647061,0.013964322100230683,False
2018-04-02 22:43:00,0.7753333333333333,0.013877341591974325,False
2018-04-02 22:44:00,0.5880666666666666,0.01399159135366606,False
2018-04-03 06:12:00,0.7862857142857144,0.013965415208751233,False
2018-04-03 06:13:00,0.6398648648648647,0.006906625305864796,False
2018-04-03 06:14:00,0.6660909090909091,0.006809868137389377,False
2018-04-03 14:12:00,0.7952857142857143,0.0066424812307450025,False
2018-04-03 14:13:00,0.6673243243243242,0.00654917277929512,False
2018-04-03 14:14:00,0.6728181818181819,0.006470134078915828,False
2018-04-03 22:12:00,0.7887857142857142,0.0064453871273965745,False
2018-04-03 22:13:00,0.6840000000000002,0.006331421822263747,False
