,0,1,2,3,4,5,6,7,8,9,label
0,0.017495157227994315,0.0050575224450757255,0.004144121909019512,0.004062568133925725,0.004238301332122854,0.004200507431842314,0.004019023679905129,0.004218833237921428,0.004169450383353883,0.004145841367065332,False
1,0.0050575224450757255,0.004144121909019512,0.004062568133925725,0.004238301332122854,0.004200507431842314,0.004019023679905129,0.004218833237921428,0.004169450383353883,0.004145841367065332,0.004174961052085715,False
2,0.004144121909019512,0.004062568133925725,0.004238301332122854,0.004200507431842314,0.004019023679905129,0.004218833237921428,0.004169450383353883,0.004145841367065332,0.004174961052085715,0.004091061152061779,False
3,0.004062568133925725,0.004238301332122854,0.004200507431842314,0.004019023679905129,0.004218833237921428,0.004169450383353883,0.004145841367065332,0.004174961052085715,0.004091061152061779,0.004237916350464164,False
4,0.004238301332122854,0.004200507431842314,0.004019023679905129,0.004218833237921428,0.004169450383353883,0.004145841367065332,0.004174961052085715,0.004091061152061779,0.004237916350464164,0.004278389203179477,False
5,0.004200507431842314,0.004019023679905129,0.004218833237921428,0.004169450383353883,0.004145841367065332,0.004174961052085715,0.004091061152061779,0.004237916350464164,0.004278389203179477,0.0042948662922103345,False
6,0.004019023679905129,0.004218833237921428,0.004169450383353883,0.004145841367065332,0.004174961052085715,0.004091061152061779,0.004237916350464164,0.004278389203179477,0.0042948662922103345,0.004111956472463821,False
7,0.004218833237921428,0.004169450383353883,0.004145841367065332,0.004174961052085715,0.004091061152061779,0.004237916350464164,0.004278389203179477,0.0042948662922103345,0.004111956472463821,0.004151381458782174,False
8,0.004169450383353883,0.004145841367065332,0.004174961052085715,0.004091061152061779,0.004237916350464164,0.004278389203179477,0.0042948662922103345,0.004111956472463821,0.004151381458782174,0.004235718032055147,False
9,0.004145841367065332,0.004174961052085715,0.004091061152061779,0.004237916350464164,0.004278389203179477,0.0042948662922103345,0.004111956472463821,0.004151381458782174,0.004235718032055147,0.004006971342578171,False
10,0.004174961052085715,0.004091061152061779,0.004237916350464164,0.004278389203179477,0.0042948662922103345,0.004111956472463821,0.004151381458782174,0.004235718032055147,0.004006971342578171,0.004043900112223277,False
11,0.004091061152061779,0.004237916350464164,0.004278389203179477,0.0042948662922103345,0.004111956472463821,0.004151381458782174,0.004235718032055147,0.004006971342578171,0.004043900112223277,0.0038316366756443133,False
12,0.004237916350464164,0.004278389203179477,0.0042948662922103345,0.004111956472463821,0.004151381458782174,0.004235718032055147,0.004006971342578171,0.004043900112223277,0.0038316366756443133,0.0038594554234132584,False
13,0.004278389203179477,0.0042948662922103345,0.004111956472463821,0.004151381458782174,0.004235718032055147,0.004006971342578171,0.004043900112223277,0.0038316366756443133,0.0038594554234132584,0.003850916289251691,False
14,0.0042948662922103345,0.004111956472463821,0.004151381458782174,0.004235718032055147,0.004006971342578171,0.004043900112223277,0.0038316366756443133,0.0038594554234132584,0.003850916289251691,0.003749251729113775,False
15,0.004111956472463821,0.004151381458782174,0.004235718032055147,0.004006971342578171,0.004043900112223277,0.0038316366756443133,0.0038594554234132584,0.003850916289251691,0.003749251729113775,0.003701031105723198,False
16,0.004151381458782174,0.004235718032055147,0.004006971342578171,0.004043900112223277,0.0038316366756443133,0.0038594554234132584,0.003850916289251691,0.003749251729113775,0.003701031105723198,0.003838789314842371,False
17,0.004235718032055147,0.004006971342578171,0.004043900112223277,0.0038316366756443133,0.0038594554234132584,0.003850916289251691,0.003749251729113775,0.003701031105723198,0.003838789314842371,0.0038956224920617126,False
18,0.004006971342578171,0.004043900112223277,0.0038316366756443133,0.0038594554234132584,0.003850916289251691,0.003749251729113775,0.003701031105723198,0.003838789314842371,0.0038956224920617126,0.0038566377509835358,False
19,0.004043900112223277,0.0038316366756443133,0.0038594554234132584,0.003850916289251691,0.003749251729113775,0.003701031105723198,0.003838789314842371,0.0038956224920617126,0.0038566377509835358,0.004097266291169828,False
20,0.0038316366756443133,0.0038594554234132584,0.003850916289251691,0.003749251729113775,0.003701031105723198,0.003838789314842371,0.0038956224920617126,0.0038566377509835358,0.004097266291169828,0.004360100423744093,False
21,0.0038594554234132584,0.003850916289251691,0.003749251729113775,0.003701031105723198,0.003838789314842371,0.0038956224920617126,0.0038566377509835358,0.004097266291169828,0.004360100423744093,0.004268794372077653,False
22,0.003850916289251691,0.003749251729113775,0.003701031105723198,0.003838789314842371,0.0038956224920617126,0.0038566377509835358,0.004097266291169828,0.004360100423744093,0.004268794372077653,0.004279795572402698,False
23,0.003749251729113775,0.003701031105723198,0.003838789314842371,0.0038956224920617126,0.0038566377509835358,0.004097266291169828,0.004360100423744093,0.004268794372077653,0.004279795572402698,0.0041790019341349524,False
24,0.003701031105723198,0.003838789314842371,0.0038956224920617126,0.0038566377509835358,0.004097266291169828,0.004360100423744093,0.004268794372077653,0.004279795572402698,0.0041790019341349524,0.004196466185758356,False
25,0.003838789314842371,0.0038956224920617126,0.0038566377509835358,0.004097266291169828,0.004360100423744093,0.004268794372077653,0.004279795572402698,0.0041790019341349524,0.004196466185758356,0.004208981545428337,False
26,0.0038956224920617126,0.0038566377509835358,0.004097266291169828,0.004360100423744093,0.004268794372077653,0.004279795572402698,0.0041790019341349524,0.004196466185758356,0.004208981545428337,0.0041987888632279615,False
27,0.0038566377509835358,0.004097266291169828,0.004360100423744093,0.004268794372077653,0.004279795572402698,0.0041790019341349524,0.004196466185758356,0.004208981545428337,0.0041987888632279615,0.0041966571622416415,False
28,0.004097266291169828,0.004360100423744093,0.004268794372077653,0.004279795572402698,0.0041790019341349524,0.004196466185758356,0.004208981545428337,0.0041987888632279615,0.0041966571622416415,0.004037384077329901,False
29,0.004360100423744093,0.004268794372077653,0.004279795572402698,0.0041790019341349524,0.004196466185758356,0.004208981545428337,0.0041987888632279615,0.0041966571622416415,0.004037384077329901,0.0040109054881780045,False
