,end_time,RBG6,end_time_d
0,2018-03-19 14:19:00,0.6522666666666666,2018-03-19 14:19:00
1,2018-03-19 14:20:00,1.1077142857142857,2018-03-19 14:20:00
2,2018-03-19 14:21:00,1.0418181818181818,2018-03-19 14:21:00
3,2018-03-19 21:14:00,1.1164736842105265,2018-03-19 21:14:00
4,2018-03-19 21:15:00,1.1217083333333333,2018-03-19 21:15:00
5,2018-03-19 21:16:00,1.0354,2018-03-19 21:16:00
6,2018-03-20 05:14:00,1.1188333333333331,2018-03-20 05:14:00
7,2018-03-20 05:15:00,1.1090869565217394,2018-03-20 05:15:00
8,2018-03-20 13:14:00,1.1117368421052631,2018-03-20 13:14:00
9,2018-03-20 13:15:00,1.1257391304347826,2018-03-20 13:15:00
10,2018-03-20 13:16:00,1.0375714285714286,2018-03-20 13:16:00
11,2018-03-20 16:56:00,1.0706,2018-03-20 16:56:00
12,2018-03-20 16:57:00,1.1221818181818182,2018-03-20 16:57:00
13,2018-03-20 16:58:00,1.0638095238095238,2018-03-20 16:58:00
14,2018-03-20 21:14:00,1.11828,2018-03-20 21:14:00
15,2018-03-20 21:15:00,1.09656,2018-03-20 21:15:00
16,2018-03-21 05:14:00,1.1202608695652174,2018-03-21 05:14:00
17,2018-03-21 05:15:00,1.09396,2018-03-21 05:15:00
18,2018-03-21 13:14:00,1.1168181818181822,2018-03-21 13:14:00
19,2018-03-21 13:15:00,1.1038636363636365,2018-03-21 13:15:00
20,2018-03-21 13:16:00,1.03825,2018-03-21 13:16:00
21,2018-03-21 21:14:00,1.129708333333333,2018-03-21 21:14:00
22,2018-03-21 21:49:00,1.15124,2018-03-21 21:49:00
23,2018-03-21 21:50:00,1.0757391304347823,2018-03-21 21:50:00
24,2018-03-21 21:51:00,1.0175,2018-03-21 21:51:00
25,2018-03-22 05:14:00,1.1012083333333336,2018-03-22 05:14:00
26,2018-03-22 05:15:00,1.0829583333333337,2018-03-22 05:15:00
27,2018-03-22 13:44:00,1.0590000000000002,2018-03-22 13:44:00
28,2018-03-22 13:45:00,1.1149583333333335,2018-03-22 13:45:00
29,2018-03-22 13:46:00,1.07308,2018-03-22 13:46:00
30,2018-03-22 21:14:00,1.1063478260869564,2018-03-22 21:14:00
31,2018-03-22 21:15:00,1.0851600000000001,2018-03-22 21:15:00
32,2018-03-23 05:14:00,1.1156800000000002,2018-03-23 05:14:00
33,2018-03-23 05:15:00,1.10232,2018-03-23 05:15:00
34,2018-03-23 13:14:00,0.4611428571428571,2018-03-23 13:14:00
35,2018-03-23 13:15:00,1.010782608695652,2018-03-23 13:15:00
36,2018-03-23 13:16:00,1.0518947368421052,2018-03-23 13:16:00
