,end_time,RBG1,end_time_d
1832,2018-03-19 05:15:00,0.9775,2018-03-19 05:15:00
1833,2018-03-19 05:16:00,0.8813478260869564,2018-03-19 05:16:00
1834,2018-03-19 05:17:00,0.95,2018-03-19 05:17:00
1835,2018-03-19 13:17:00,0.6708799999999999,2018-03-19 13:17:00
1836,2018-03-19 13:18:00,0.8640833333333333,2018-03-19 13:18:00
1837,2018-03-19 14:21:00,0.9771538461538462,2018-03-19 14:21:00
1838,2018-03-19 14:22:00,0.8657272727272729,2018-03-19 14:22:00
1839,2018-03-19 14:23:00,0.9250769230769228,2018-03-19 14:23:00
1840,2018-03-19 21:31:00,0.9652500000000002,2018-03-19 21:31:00
1841,2018-03-19 21:32:00,0.8823913043478264,2018-03-19 21:32:00
1842,2018-03-19 21:33:00,0.8945882352941178,2018-03-19 21:33:00
1843,2018-03-20 05:15:00,0.9426666666666668,2018-03-20 05:15:00
1844,2018-03-20 05:16:00,0.8923999999999999,2018-03-20 05:16:00
1845,2018-03-20 13:16:00,0.9562857142857144,2018-03-20 13:16:00
1846,2018-03-20 13:17:00,0.8536666666666668,2018-03-20 13:17:00
1847,2018-03-20 13:18:00,0.8858333333333334,2018-03-20 13:18:00
1848,2018-03-20 14:01:00,0.965125,2018-03-20 14:01:00
1849,2018-03-20 14:02:00,0.8969166666666665,2018-03-20 14:02:00
1850,2018-03-20 14:03:00,0.916941176470588,2018-03-20 14:03:00
1851,2018-03-20 14:08:00,0.9468399999999998,2018-03-20 14:08:00
1852,2018-03-20 14:09:00,0.8609166666666667,2018-03-20 14:09:00
1853,2018-03-20 14:13:00,0.9316470588235294,2018-03-20 14:13:00
1854,2018-03-20 14:14:00,0.87275,2018-03-20 14:14:00
1855,2018-03-20 14:15:00,0.9385555555555556,2018-03-20 14:15:00
1856,2018-03-20 17:02:00,0.9788461538461538,2018-03-20 17:02:00
1857,2018-03-20 17:03:00,0.8762499999999998,2018-03-20 17:03:00
1858,2018-03-20 17:04:00,0.9261666666666666,2018-03-20 17:04:00
1859,2018-03-20 21:15:00,0.9418333333333332,2018-03-20 21:15:00
1860,2018-03-20 21:16:00,0.8862083333333333,2018-03-20 21:16:00
1861,2018-03-21 05:15:00,0.95575,2018-03-21 05:15:00
1862,2018-03-21 05:16:00,0.8762916666666665,2018-03-21 05:16:00
1863,2018-03-21 13:16:00,0.9372800000000002,2018-03-21 13:16:00
1864,2018-03-21 13:17:00,0.8872499999999999,2018-03-21 13:17:00
1865,2018-03-21 21:16:00,0.9261304347826088,2018-03-21 21:16:00
1866,2018-03-21 21:17:00,0.8756666666666667,2018-03-21 21:17:00
1867,2018-03-21 21:47:00,0.94284,2018-03-21 21:47:00
1868,2018-03-21 21:48:00,0.8656521739130435,2018-03-21 21:48:00
1869,2018-03-22 05:15:00,0.96175,2018-03-22 05:15:00
1870,2018-03-22 05:16:00,0.8886249999999999,2018-03-22 05:16:00
1871,2018-03-22 05:17:00,0.962,2018-03-22 05:17:00
1872,2018-03-22 13:15:00,0.94696,2018-03-22 13:15:00
1873,2018-03-22 13:16:00,0.8686250000000001,2018-03-22 13:16:00
1874,2018-03-22 13:17:00,0.925,2018-03-22 13:17:00
1875,2018-03-23 05:15:00,0.66756,2018-03-23 05:15:00
1876,2018-03-23 05:16:00,0.9025217391304348,2018-03-23 05:16:00
1877,2018-03-23 05:17:00,0.958,2018-03-23 05:17:00
1878,2018-03-23 13:16:00,0.9214166666666668,2018-03-23 13:16:00
1879,2018-03-23 13:17:00,0.8797083333333332,2018-03-23 13:17:00
1880,2018-03-23 22:32:00,0.9548,2018-03-23 22:32:00
1881,2018-03-23 22:33:00,0.9015416666666668,2018-03-23 22:33:00
1882,2018-03-23 22:34:00,0.8902857142857142,2018-03-23 22:34:00
1883,2018-03-24 05:15:00,1.0025,2018-03-24 05:15:00
1884,2018-03-24 05:16:00,0.9374166666666666,2018-03-24 05:16:00
1885,2018-03-24 05:17:00,0.8786521739130435,2018-03-24 05:17:00
1886,2018-03-24 13:17:00,0.9568571428571429,2018-03-24 13:17:00
1887,2018-03-24 13:18:00,0.8805833333333335,2018-03-24 13:18:00
1888,2018-03-24 13:19:00,0.9043636363636364,2018-03-24 13:19:00
1889,2018-03-24 21:15:00,0.9169523809523809,2018-03-24 21:15:00
1890,2018-03-24 21:16:00,0.8586521739130434,2018-03-24 21:16:00
1891,2018-03-24 21:17:00,0.92,2018-03-24 21:17:00
1892,2018-03-25 06:15:00,0.9201999999999998,2018-03-25 06:15:00
1893,2018-03-25 06:16:00,0.8871304347826087,2018-03-25 06:16:00
1894,2018-03-25 14:15:00,0.95196,2018-03-25 14:15:00
1895,2018-03-25 14:16:00,0.8779583333333334,2018-03-25 14:16:00
1896,2018-03-25 22:15:00,0.9612727272727272,2018-03-25 22:15:00
1897,2018-03-25 22:16:00,0.8774166666666668,2018-03-25 22:16:00
1898,2018-03-25 22:17:00,0.943,2018-03-25 22:17:00
1899,2018-03-26 06:15:00,0.979142857142857,2018-03-26 06:15:00
1900,2018-03-26 06:16:00,0.9505,2018-03-26 06:16:00
1901,2018-03-26 06:17:00,0.8965789473684209,2018-03-26 06:17:00
1902,2018-03-26 07:13:00,1.0073333333333334,2018-03-26 07:13:00
1903,2018-03-26 07:14:00,0.971173913043478,2018-03-26 07:14:00
1904,2018-03-26 07:15:00,0.9044000000000002,2018-03-26 07:15:00
1905,2018-03-26 14:16:00,0.95116,2018-03-26 14:16:00
1906,2018-03-26 14:17:00,0.883695652173913,2018-03-26 14:17:00
1907,2018-03-26 22:15:00,0.9952272727272724,2018-03-26 22:15:00
1908,2018-03-26 22:16:00,0.8886521739130433,2018-03-26 22:16:00
1909,2018-03-26 22:17:00,0.9554,2018-03-26 22:17:00
1910,2018-03-27 06:15:00,0.96725,2018-03-27 06:15:00
1911,2018-03-27 06:16:00,0.9122380952380954,2018-03-27 06:16:00
1912,2018-03-27 06:17:00,0.9067894736842108,2018-03-27 06:17:00
1913,2018-03-27 14:15:00,0.9540000000000001,2018-03-27 14:15:00
1914,2018-03-27 14:16:00,0.866,2018-03-27 14:16:00
1915,2018-03-27 14:17:00,0.9698,2018-03-27 14:17:00
1916,2018-03-27 22:16:00,0.9621578947368422,2018-03-27 22:16:00
1917,2018-03-27 22:17:00,0.873625,2018-03-27 22:17:00
1918,2018-03-27 22:18:00,0.9915999999999998,2018-03-27 22:18:00
1919,2018-03-28 06:16:00,0.9620000000000002,2018-03-28 06:16:00
1920,2018-03-28 06:17:00,0.8882499999999998,2018-03-28 06:17:00
1921,2018-03-28 14:38:00,0.9310416666666668,2018-03-28 14:38:00
1922,2018-03-28 14:39:00,0.87676,2018-03-28 14:39:00
1923,2018-03-28 22:15:00,0.9447272727272727,2018-03-28 22:15:00
1924,2018-03-28 22:16:00,0.8568695652173911,2018-03-28 22:16:00
1925,2018-03-28 22:17:00,0.95675,2018-03-28 22:17:00
1926,2018-03-29 06:15:00,0.9903076923076924,2018-03-29 06:15:00
1927,2018-03-29 06:16:00,0.9018750000000004,2018-03-29 06:16:00
1928,2018-03-29 06:17:00,0.9178333333333332,2018-03-29 06:17:00
1929,2018-03-29 14:15:00,0.9579166666666666,2018-03-29 14:15:00
1930,2018-03-29 14:16:00,0.8806086956521738,2018-03-29 14:16:00
1931,2018-03-29 14:17:00,0.8991538461538462,2018-03-29 14:17:00
1932,2018-03-29 22:16:00,0.9309583333333332,2018-03-29 22:16:00
1933,2018-03-29 22:17:00,0.8712083333333335,2018-03-29 22:17:00
1934,2018-03-29 22:18:00,0.975,2018-03-29 22:18:00
1935,2018-03-30 06:15:00,0.9453684210526316,2018-03-30 06:15:00
1936,2018-03-30 06:16:00,0.8654545454545456,2018-03-30 06:16:00
1937,2018-03-30 06:17:00,0.925125,2018-03-30 06:17:00
1938,2018-03-30 14:15:00,0.933,2018-03-30 14:15:00
1939,2018-03-30 14:16:00,0.8651200000000001,2018-03-30 14:16:00
1940,2018-03-30 22:15:00,0.943818181818182,2018-03-30 22:15:00
1941,2018-03-30 22:16:00,0.8841999999999999,2018-03-30 22:16:00
1942,2018-03-31 06:15:00,0.94372,2018-03-31 06:15:00
1943,2018-03-31 06:16:00,0.8791199999999999,2018-03-31 06:16:00
1944,2018-03-31 14:15:00,0.95044,2018-03-31 14:15:00
1945,2018-03-31 14:16:00,0.8909130434782608,2018-03-31 14:16:00
1946,2018-03-31 22:15:00,0.943217391304348,2018-03-31 22:15:00
1947,2018-03-31 22:16:00,0.8760833333333334,2018-03-31 22:16:00
1948,2018-04-01 06:15:00,0.9638399999999999,2018-04-01 06:15:00
1949,2018-04-01 06:16:00,0.9044166666666666,2018-04-01 06:16:00
1950,2018-04-01 14:15:00,0.97124,2018-04-01 14:15:00
1951,2018-04-01 14:16:00,0.9014166666666668,2018-04-01 14:16:00
1952,2018-04-01 22:15:00,0.9749599999999998,2018-04-01 22:15:00
1953,2018-04-01 22:16:00,0.8946,2018-04-01 22:16:00
1954,2018-04-02 06:15:00,0.9908399999999999,2018-04-02 06:15:00
1955,2018-04-02 06:16:00,0.90172,2018-04-02 06:16:00
1956,2018-04-02 14:15:00,0.98144,2018-04-02 14:15:00
1957,2018-04-02 14:16:00,0.8896666666666669,2018-04-02 14:16:00
1958,2018-04-02 22:15:00,0.9845,2018-04-02 22:15:00
1959,2018-04-02 22:16:00,0.9735217391304348,2018-04-02 22:16:00
1960,2018-04-02 22:17:00,0.8910869565217391,2018-04-02 22:17:00
1961,2018-04-03 06:15:00,0.9635,2018-04-03 06:15:00
1962,2018-04-03 06:16:00,0.8859565217391302,2018-04-03 06:16:00
1963,2018-04-03 06:17:00,0.8933333333333334,2018-04-03 06:17:00
1964,2018-04-03 06:36:00,0.9600555555555554,2018-04-03 06:36:00
1965,2018-04-03 06:37:00,0.8987391304347827,2018-04-03 06:37:00
1966,2018-04-03 06:38:00,0.929,2018-04-03 06:38:00
1967,2018-04-03 14:16:00,0.962,2018-04-03 14:16:00
1968,2018-04-03 14:17:00,0.8959999999999999,2018-04-03 14:17:00
1969,2018-04-03 22:15:00,0.9772499999999998,2018-04-03 22:15:00
1970,2018-04-03 22:16:00,0.8784285714285713,2018-04-03 22:16:00
1971,2018-04-03 22:17:00,0.900142857142857,2018-04-03 22:17:00
1972,2018-04-03 22:44:00,0.9670769230769232,2018-04-03 22:44:00
1973,2018-04-03 22:45:00,0.8776521739130436,2018-04-03 22:45:00
1974,2018-04-03 22:46:00,0.9091428571428573,2018-04-03 22:46:00
1975,2018-04-04 06:15:00,0.9582666666666668,2018-04-04 06:15:00
1976,2018-04-04 06:16:00,0.8862857142857142,2018-04-04 06:16:00
1977,2018-04-04 06:17:00,0.9247272727272728,2018-04-04 06:17:00
1978,2018-04-04 07:01:00,0.95344,2018-04-04 07:01:00
1979,2018-04-04 07:02:00,0.8797272727272727,2018-04-04 07:02:00
1980,2018-04-04 14:15:00,0.9506666666666668,2018-04-04 14:15:00
1981,2018-04-04 14:16:00,0.91364,2018-04-04 14:16:00
1982,2018-04-04 14:17:00,0.8821363636363636,2018-04-04 14:17:00
1983,2018-04-04 22:15:00,0.9402857142857144,2018-04-04 22:15:00
1984,2018-04-04 22:16:00,0.8779166666666666,2018-04-04 22:16:00
1985,2018-04-04 22:17:00,0.9068333333333332,2018-04-04 22:17:00
1986,2018-04-05 06:15:00,0.9783571428571428,2018-04-05 06:15:00
1987,2018-04-05 06:16:00,0.8848260869565219,2018-04-05 06:16:00
1988,2018-04-05 06:17:00,0.9060833333333336,2018-04-05 06:17:00
1989,2018-04-05 06:47:00,0.9490000000000001,2018-04-05 06:47:00
1990,2018-04-05 06:48:00,0.9196,2018-04-05 06:48:00
1991,2018-04-05 06:49:00,0.8845000000000001,2018-04-05 06:49:00
1992,2018-04-05 14:16:00,0.9522,2018-04-05 14:16:00
1993,2018-04-05 14:17:00,0.8807083333333332,2018-04-05 14:17:00
1994,2018-04-05 14:18:00,0.9174444444444444,2018-04-05 14:18:00
1995,2018-04-05 22:15:00,0.9396923076923076,2018-04-05 22:15:00
1996,2018-04-05 22:16:00,0.8867599999999999,2018-04-05 22:16:00
1997,2018-04-05 22:17:00,0.9054166666666666,2018-04-05 22:17:00
1998,2018-04-06 06:15:00,0.970846153846154,2018-04-06 06:15:00
1999,2018-04-06 06:16:00,0.905130434782609,2018-04-06 06:16:00
2000,2018-04-06 06:17:00,0.8918571428571429,2018-04-06 06:17:00
2001,2018-04-06 06:42:00,0.9413333333333332,2018-04-06 06:42:00
2002,2018-04-06 06:43:00,0.8761666666666668,2018-04-06 06:43:00
2003,2018-04-06 14:15:00,0.971,2018-04-06 14:15:00
2004,2018-04-06 14:16:00,0.9400434782608692,2018-04-06 14:16:00
2005,2018-04-06 14:17:00,0.899333333333333,2018-04-06 14:17:00
2006,2018-04-06 14:48:00,0.951947368421053,2018-04-06 14:48:00
2007,2018-04-06 14:49:00,0.8666666666666668,2018-04-06 14:49:00
2008,2018-04-06 14:50:00,0.9263333333333332,2018-04-06 14:50:00
2009,2018-04-06 22:16:00,0.946,2018-04-06 22:16:00
2010,2018-04-06 22:17:00,0.8961199999999999,2018-04-06 22:17:00
2011,2018-04-07 06:15:00,0.957625,2018-04-07 06:15:00
2012,2018-04-07 06:16:00,0.8635652173913043,2018-04-07 06:16:00
2013,2018-04-07 06:17:00,0.9813333333333332,2018-04-07 06:17:00
2014,2018-04-07 14:15:00,0.9359090909090909,2018-04-07 14:15:00
2015,2018-04-07 14:16:00,0.849909090909091,2018-04-07 14:16:00
2016,2018-04-07 14:17:00,0.9256666666666667,2018-04-07 14:17:00
2017,2018-04-07 22:15:00,0.9234545454545454,2018-04-07 22:15:00
2018,2018-04-07 22:16:00,0.8790434782608693,2018-04-07 22:16:00
2019,2018-04-07 22:17:00,0.97375,2018-04-07 22:17:00
2020,2018-04-08 06:15:00,0.9416818181818184,2018-04-08 06:15:00
2021,2018-04-08 06:16:00,0.8444782608695651,2018-04-08 06:16:00
2022,2018-04-08 06:17:00,0.94025,2018-04-08 06:17:00
2023,2018-04-08 14:15:00,0.9372173913043476,2018-04-08 14:15:00
2024,2018-04-08 14:16:00,0.8679565217391303,2018-04-08 14:16:00
2025,2018-04-08 14:17:00,0.9305,2018-04-08 14:17:00
2026,2018-04-08 22:15:00,0.9510454545454546,2018-04-08 22:15:00
2027,2018-04-08 22:16:00,0.8651818181818182,2018-04-08 22:16:00
2028,2018-04-08 22:17:00,0.9506666666666668,2018-04-08 22:17:00
2029,2018-04-09 06:15:00,0.9655454545454546,2018-04-09 06:15:00
2030,2018-04-09 06:16:00,0.8861666666666667,2018-04-09 06:16:00
2031,2018-04-09 06:17:00,0.9011333333333332,2018-04-09 06:17:00
2032,2018-04-09 07:08:00,0.9685,2018-04-09 07:08:00
2033,2018-04-09 07:09:00,0.9090869565217392,2018-04-09 07:09:00
2034,2018-04-09 07:10:00,0.8811578947368419,2018-04-09 07:10:00
2035,2018-04-09 14:15:00,0.9599,2018-04-09 14:15:00
2036,2018-04-09 14:16:00,0.9027499999999998,2018-04-09 14:16:00
2037,2018-04-09 14:17:00,0.9115625,2018-04-09 14:17:00
2038,2018-04-09 22:15:00,0.9978,2018-04-09 22:15:00
2039,2018-04-09 22:16:00,0.8961304347826089,2018-04-09 22:16:00
2040,2018-04-09 22:17:00,0.8949375000000002,2018-04-09 22:17:00
2041,2018-04-10 06:16:00,0.9555555555555556,2018-04-10 06:16:00
2042,2018-04-10 06:17:00,0.8659600000000001,2018-04-10 06:17:00
2043,2018-04-10 06:18:00,0.9378333333333332,2018-04-10 06:18:00
2044,2018-04-10 06:57:00,0.9422666666666664,2018-04-10 06:57:00
2045,2018-04-10 06:58:00,0.8649130434782609,2018-04-10 06:58:00
2046,2018-04-10 06:59:00,0.9104545454545456,2018-04-10 06:59:00
2047,2018-04-10 14:15:00,0.9635,2018-04-10 14:15:00
2048,2018-04-10 14:16:00,0.9155833333333336,2018-04-10 14:16:00
2049,2018-04-10 14:17:00,0.8573043478260868,2018-04-10 14:17:00
2050,2018-04-10 22:17:00,0.9274166666666668,2018-04-10 22:17:00
2051,2018-04-10 22:18:00,0.8806250000000001,2018-04-10 22:18:00
2052,2018-04-10 22:40:00,0.9253600000000001,2018-04-10 22:40:00
2053,2018-04-10 22:41:00,0.8655199999999997,2018-04-10 22:41:00
2054,2018-04-11 06:17:00,0.9195200000000001,2018-04-11 06:17:00
2055,2018-04-11 06:18:00,0.8679583333333333,2018-04-11 06:18:00
2056,2018-04-11 06:31:00,0.92044,2018-04-11 06:31:00
2057,2018-04-11 06:32:00,0.8591200000000002,2018-04-11 06:32:00
2058,2018-04-11 06:57:00,0.9411200000000001,2018-04-11 06:57:00
2059,2018-04-11 06:58:00,0.8777599999999999,2018-04-11 06:58:00
2060,2018-04-11 14:17:00,0.9333125,2018-04-11 14:17:00
2061,2018-04-11 14:18:00,0.8602173913043478,2018-04-11 14:18:00
2062,2018-04-11 14:19:00,0.9201999999999998,2018-04-11 14:19:00
2063,2018-04-11 22:15:00,0.97,2018-04-11 22:15:00
2064,2018-04-11 22:16:00,0.8807499999999999,2018-04-11 22:16:00
2065,2018-04-11 22:17:00,0.9025,2018-04-11 22:17:00
2066,2018-04-12 06:16:00,0.9529375,2018-04-12 06:16:00
2067,2018-04-12 06:17:00,0.8749166666666667,2018-04-12 06:17:00
2068,2018-04-12 06:18:00,0.9008,2018-04-12 06:18:00
2069,2018-04-12 07:07:00,0.9194583333333334,2018-04-12 07:07:00
2070,2018-04-12 07:08:00,0.8660909090909091,2018-04-12 07:08:00
2071,2018-04-12 14:17:00,0.9299583333333332,2018-04-12 14:17:00
2072,2018-04-12 14:18:00,0.8666249999999996,2018-04-12 14:18:00
2073,2018-04-12 14:52:00,0.9149999999999998,2018-04-12 14:52:00
2074,2018-04-12 14:53:00,0.8680833333333332,2018-04-12 14:53:00
2075,2018-04-12 22:15:00,0.9628571428571427,2018-04-12 22:15:00
2076,2018-04-12 22:16:00,0.8887391304347827,2018-04-12 22:16:00
2077,2018-04-12 22:17:00,0.8943684210526315,2018-04-12 22:17:00
2078,2018-04-13 06:17:00,0.9258000000000002,2018-04-13 06:17:00
2079,2018-04-13 06:18:00,0.8762399999999999,2018-04-13 06:18:00
2080,2018-04-13 06:54:00,0.93084,2018-04-13 06:54:00
2081,2018-04-13 06:55:00,0.8653599999999999,2018-04-13 06:55:00
2082,2018-04-13 07:14:00,0.968,2018-04-13 07:14:00
2083,2018-04-13 07:15:00,0.935565217391304,2018-04-13 07:15:00
2084,2018-04-13 07:16:00,0.8745000000000002,2018-04-13 07:16:00
2085,2018-04-13 14:17:00,0.9192399999999998,2018-04-13 14:17:00
2086,2018-04-13 14:18:00,0.8893199999999999,2018-04-13 14:18:00
2087,2018-04-13 14:40:00,0.9255833333333332,2018-04-13 14:40:00
2088,2018-04-13 14:41:00,0.8797826086956522,2018-04-13 14:41:00
2089,2018-04-16 18:02:00,0.9216,2018-04-16 18:02:00
2090,2018-04-16 18:03:00,0.8878695652173915,2018-04-16 18:03:00
2091,2018-04-16 22:15:00,0.9576666666666666,2018-04-16 22:15:00
2092,2018-04-16 22:16:00,0.9252083333333334,2018-04-16 22:16:00
2093,2018-04-16 22:17:00,0.8853181818181818,2018-04-16 22:17:00
2094,2018-04-17 06:15:00,0.9766666666666666,2018-04-17 06:15:00
2095,2018-04-17 06:16:00,1.051125,2018-04-17 06:16:00
2096,2018-04-17 06:17:00,1.0281739130434782,2018-04-17 06:17:00
2097,2018-04-17 07:13:00,1.0684090909090909,2018-04-17 07:13:00
2098,2018-04-17 07:14:00,1.00912,2018-04-17 07:14:00
2099,2018-04-17 07:15:00,1.0439999999999998,2018-04-17 07:15:00
2100,2018-04-17 14:16:00,0.96352,2018-04-17 14:16:00
2101,2018-04-17 14:17:00,0.8882400000000001,2018-04-17 14:17:00
2102,2018-04-17 22:15:00,0.9413333333333332,2018-04-17 22:15:00
2103,2018-04-17 22:16:00,0.9235652173913044,2018-04-17 22:16:00
2104,2018-04-17 22:17:00,0.8952727272727276,2018-04-17 22:17:00
2105,2018-04-18 06:15:00,0.9975,2018-04-18 06:15:00
2106,2018-04-18 06:16:00,0.9432272727272728,2018-04-18 06:16:00
2107,2018-04-18 06:17:00,0.8854583333333333,2018-04-18 06:17:00
2108,2018-04-18 14:16:00,0.93644,2018-04-18 14:16:00
2109,2018-04-18 14:17:00,0.8771599999999999,2018-04-18 14:17:00
2110,2018-04-18 22:15:00,0.9515,2018-04-18 22:15:00
2111,2018-04-18 22:16:00,0.9310833333333332,2018-04-18 22:16:00
2112,2018-04-18 22:17:00,0.8915000000000002,2018-04-18 22:17:00
2113,2018-04-19 06:15:00,0.974,2018-04-19 06:15:00
